1.1,1.35
1.1,2.5
2,3.5
2.75,3.5
2.75,3.25
2.15,3.25
1.35,2.4
2.75,2.4
2.3,1.4
1.35,2.15
1.35,1.9
2,1.4
1.7,1.4
